,0,1
0,0.0016533132,0.9983467
1,0.9994802,0.00051978644
2,0.99950314,0.0004968302
3,0.0018814229,0.9981186
4,0.99935,0.00064994936
5,0.042588774,0.95741117
6,0.0030504428,0.9969496
7,0.019557998,0.98044205
8,0.9994611,0.0005389017
9,0.99895215,0.001047873
10,0.0016526937,0.9983473
11,0.9995252,0.0004747943
12,0.99946743,0.00053258886
13,0.0148708355,0.9851291
14,0.9994344,0.0005655322
15,0.001628559,0.9983714
16,0.004781254,0.9952187
17,0.0016003288,0.9983997
18,0.9994604,0.0005396558
19,0.99940586,0.0005941987
20,0.0024846357,0.9975153
21,0.99949133,0.00050865277
22,0.99934703,0.00065297174
23,0.9995221,0.00047791217
24,0.0015871904,0.99841285
25,0.0016848816,0.9983151
26,0.0038544992,0.9961455
27,0.9918578,0.008142157
28,0.001461789,0.99853826
29,0.07344071,0.92655927
30,0.9296276,0.07037242
31,0.99744284,0.0025571282
32,0.0015020302,0.99849796
33,0.9988463,0.0011536777
34,0.0022804402,0.9977196
35,0.0018383608,0.9981616
36,0.0022467363,0.9977533
37,0.009917631,0.99008244
38,0.99744296,0.0025570649
39,0.0017521313,0.99824786
40,0.0014119679,0.998588
41,0.99930394,0.0006959964
42,0.0016038793,0.9983961
43,0.0017753991,0.99822456
44,0.0018916226,0.9981084
45,0.001590243,0.99840975
46,0.0017254765,0.99827456
47,0.99948394,0.00051604153
48,0.9976966,0.0023034622
49,0.901229,0.09877095
50,0.0015311635,0.9984688
51,0.0021019403,0.9978981
52,0.001545109,0.9984549
53,0.990836,0.009163953
54,0.99805534,0.0019446579
55,0.9993957,0.0006042539
56,0.002576794,0.9974232
57,0.0015006042,0.9984994
58,0.0014380806,0.9985619
59,0.011605663,0.9883944
60,0.0015819925,0.998418
61,0.008374385,0.9916256
62,0.9995055,0.00049441814
63,0.047034565,0.95296544
64,0.99945813,0.0005419233
65,0.0016625648,0.9983374
66,0.99950373,0.0004962672
67,0.99936086,0.00063916796
68,0.98032606,0.01967398
69,0.9995059,0.0004941265
70,0.0014643107,0.99853563
71,0.9944042,0.0055957376
72,0.99948406,0.0005159634
73,0.9994604,0.0005396175
74,0.9994578,0.0005422214
75,0.9983753,0.0016246662
76,0.9995228,0.00047715587
77,0.9995136,0.00048639817
78,0.9835321,0.016467966
79,0.99823856,0.0017614262
80,0.9993197,0.00068035297
81,0.0015171308,0.9984829
82,0.0016242022,0.9983758
83,0.9994949,0.0005050381
84,0.0020523057,0.99794775
85,0.51963353,0.48036647
86,0.0015887598,0.9984112
87,0.0014330362,0.99856704
88,0.9978309,0.0021690445
89,0.001482973,0.998517
90,0.0018000511,0.99819994
91,0.99794453,0.0020554839
92,0.0018408641,0.9981591
93,0.98765314,0.012346878
94,0.99951625,0.00048374623
95,0.9994417,0.00055826944
96,0.0016219167,0.99837804
97,0.0020471115,0.9979528
98,0.9995072,0.00049277575
99,0.99946517,0.0005348335
100,0.0070476364,0.9929524
101,0.0015210877,0.99847895
102,0.0021299366,0.9978701
103,0.94414634,0.055853657
104,0.0014959112,0.99850416
105,0.9994823,0.0005176404
106,0.0014230824,0.9985769
107,0.0019334694,0.9980665
108,0.9995111,0.0004888211
109,0.0014907006,0.9985092
110,0.99952817,0.0004718866
111,0.065364614,0.9346354
112,0.0014478527,0.99855214
113,0.99939525,0.0006047907
114,0.008863053,0.9911369
115,0.0014472468,0.99855274
116,0.99950826,0.0004917127
117,0.99952006,0.00047989975
118,0.99951637,0.00048368378
119,0.99951816,0.0004817969
120,0.0014848278,0.9985152
121,0.9696447,0.030355245
122,0.0017113693,0.9982886
123,0.992773,0.0072270758
124,0.9995034,0.0004966425
125,0.0020054805,0.99799454
126,0.9963995,0.0036004696
127,0.9986946,0.0013054468
128,0.001555579,0.9984445
129,0.0018197587,0.99818027
130,0.0021425977,0.9978574
131,0.9994654,0.00053459447
132,0.999506,0.000493969
133,0.96044487,0.039555162
134,0.001463963,0.998536
135,0.82020426,0.17979571
136,0.0014641505,0.9985359
137,0.0022525596,0.99774736
138,0.0018185057,0.99818146
139,0.0014781668,0.99852186
140,0.99949765,0.00050233677
141,0.99620205,0.0037979793
142,0.99951875,0.000481284
143,0.001669564,0.9983304
144,0.9994159,0.0005841124
145,0.9993186,0.0006813655
146,0.0021464608,0.99785346
147,0.0016595741,0.99834037
148,0.0026613402,0.9973386
149,0.9969561,0.0030439359
150,0.99352187,0.0064781457
151,0.9973605,0.0026394099
152,0.0015006913,0.9984993
153,0.9989881,0.0010118927
154,0.0017500394,0.99824995
155,0.9936108,0.006389241
156,0.97224337,0.027756598
157,0.99950993,0.00049009605
158,0.0016048693,0.99839514
159,0.0023683053,0.99763167
160,0.0015389828,0.998461
161,0.99735475,0.0026452697
162,0.0014630425,0.99853694
163,0.9995047,0.0004952724
164,0.99950194,0.00049804116
165,0.9994235,0.00057655346
166,0.9995227,0.00047730896
167,0.06892848,0.9310715
168,0.001492681,0.9985073
169,0.05428547,0.94571453
170,0.9995228,0.00047723955
171,0.01247204,0.987528
172,0.00257034,0.99742967
173,0.0025741886,0.99742573
174,0.9994912,0.0005087835
175,0.0014596038,0.9985404
176,0.9995049,0.00049506826
177,0.9316297,0.06837034
178,0.98072356,0.01927641
179,0.0015014154,0.99849856
180,0.0027319554,0.9972681
181,0.9995184,0.00048161254
182,0.9993993,0.0006006789
183,0.9995241,0.00047585613
184,0.99920183,0.0007982362
185,0.0014920223,0.9985079
186,0.99390876,0.006091234
187,0.99952114,0.0004789164
188,0.0020731082,0.99792683
189,0.99944025,0.0005596899
190,0.9982951,0.0017048629
191,0.99901783,0.0009821975
192,0.99938333,0.00061660475
193,0.0017752581,0.9982248
194,0.05185957,0.94814044
195,0.99931264,0.00068733544
196,0.99948394,0.00051600585
197,0.9995276,0.0004724111
198,0.9973387,0.0026612682
199,0.9994918,0.0005081207
200,0.884318,0.11568194
201,0.9975206,0.002479297
202,0.002002084,0.99799794
203,0.0014785068,0.9985215
204,0.99951494,0.00048503513
205,0.83635974,0.1636402
206,0.0020882315,0.99791175
207,0.006330412,0.99366957
208,0.0015032479,0.9984968
209,0.98558503,0.014414973
210,0.97553396,0.024466058
211,0.00462163,0.9953784
212,0.0018228266,0.9981772
213,0.9995061,0.0004938429
214,0.0018917954,0.99810815
215,0.0019998853,0.9980001
216,0.001792726,0.99820733
217,0.015984101,0.98401594
218,0.9757378,0.024262216
219,0.999509,0.0004910259
220,0.99928814,0.0007119119
221,0.99947065,0.0005293922
222,0.9994979,0.000502048
223,0.9989484,0.0010516199
224,0.99947625,0.00052378344
225,0.0041904934,0.99580956
226,0.0023478935,0.9976521
227,0.9011999,0.098800145
228,0.029912181,0.97008777
229,0.0015000413,0.9985
230,0.0021216401,0.99787843
231,0.9993049,0.00069505424
232,0.9991555,0.00084447017
233,0.99946207,0.0005379882
234,0.0020173397,0.9979826
235,0.0015539572,0.99844605
236,0.99901974,0.0009802076
237,0.99948776,0.00051221316
238,0.99900264,0.0009973258
239,0.99945897,0.0005410642
240,0.0014173088,0.9985827
241,0.9994307,0.0005692301
242,0.99949324,0.0005066883
243,0.9669085,0.033091534
244,0.9994666,0.00053341134
245,0.031894527,0.9681055
246,0.9995121,0.0004879776
247,0.0016693607,0.99833065
248,0.0014336203,0.99856645
249,0.9994592,0.00054075115
250,0.001497125,0.99850285
251,0.0049828277,0.99501723
252,0.99917597,0.00082403055
253,0.99805826,0.0019417495
254,0.99949956,0.00050041557
255,0.9952296,0.0047703614
256,0.22827311,0.7717269
257,0.99373215,0.006267781
258,0.9991831,0.0008169234
259,0.99952424,0.00047573025
260,0.9995035,0.000496473
261,0.0016012084,0.99839884
262,0.013954025,0.986046
263,0.99948406,0.00051592226
264,0.0014529238,0.998547
265,0.9993285,0.0006715629
266,0.021745518,0.97825444
267,0.9995223,0.00047770498
268,0.0024253246,0.9975746
269,0.0022541196,0.9977458
270,0.9984578,0.0015422588
271,0.99945647,0.000543536
272,0.9995266,0.00047334464
273,0.0015505865,0.99844944
274,0.0015064578,0.99849355
275,0.004662807,0.9953371
276,0.99950695,0.0004930934
277,0.9994992,0.0005007514
278,0.0015653566,0.9984346
279,0.0018155436,0.9981844
280,0.9995117,0.00048826582
281,0.9989648,0.0010352692
282,0.99950933,0.00049061974
283,0.023693481,0.9763065
284,0.99940646,0.0005935432
285,0.0016302149,0.99836975
286,0.9993717,0.0006283461
287,0.9869647,0.013035216
288,0.99943763,0.00056237105
289,0.9984084,0.0015916298
290,0.0026242402,0.9973757
291,0.0059242775,0.99407566
292,0.0024446982,0.9975553
293,0.9994836,0.0005164145
294,0.9995098,0.0004902035
295,0.99939704,0.000603001
296,0.9993099,0.0006901316
297,0.0015530763,0.998447
298,0.012348737,0.9876512
299,0.02608792,0.9739121
300,0.99948394,0.0005160024
301,0.0050351964,0.99496484
302,0.002208111,0.9977919
303,0.0016174291,0.99838257
304,0.0015920632,0.998408
305,0.0021271373,0.9978728
306,0.99940515,0.0005948563
307,0.005097632,0.9949024
308,0.01827708,0.9817229
309,0.99619955,0.0038004338
310,0.78186476,0.21813524
311,0.99949276,0.00050721894
312,0.001430579,0.99856937
313,0.9995092,0.0004907474
314,0.001538222,0.99846184
315,0.99946386,0.00053614116
316,0.92868036,0.071319625
317,0.003787292,0.9962127
318,0.0018355402,0.9981645
319,0.9995167,0.00048325383
320,0.9994635,0.0005364944
321,0.9994723,0.0005276821
322,0.99950385,0.00049612625
323,0.0016128233,0.9983872
324,0.99949706,0.0005029233
325,0.99951935,0.00048063244
326,0.0015156262,0.99848443
327,0.9990023,0.0009977791
328,0.9457916,0.054208323
329,0.0016910905,0.9983089
330,0.0016791878,0.99832076
331,0.99938285,0.0006171245
332,0.9995198,0.00048015878
333,0.0025170806,0.99748296
334,0.9994692,0.00053084217
335,0.0014712646,0.9985287
336,0.99706286,0.0029371418
337,0.999481,0.00051902083
338,0.0016832992,0.99831676
339,0.0051585147,0.9948415
340,0.011622444,0.9883775
341,0.0015271142,0.99847287
342,0.001469832,0.99853015
343,0.9978714,0.002128641
344,0.0034645263,0.9965354
345,0.00233116,0.9976688
346,0.99951327,0.00048670845
347,0.9994555,0.0005445479
348,0.0014613387,0.9985386
349,0.0016412399,0.9983588
350,0.0039493437,0.99605066
351,0.9957359,0.0042641447
352,0.011222093,0.98877794
353,0.0017252554,0.9982747
354,0.0016880921,0.9983119
355,0.001800093,0.9981998
356,0.0015609754,0.998439
357,0.0016855843,0.9983144
358,0.999511,0.00048901065
359,0.999374,0.0006260155
360,0.0016275655,0.9983725
361,0.99936694,0.00063313637
362,0.9994622,0.0005378072
363,0.9994466,0.00055343023
364,0.9995266,0.00047336225
365,0.99830544,0.0016945517
366,0.9995122,0.00048779623
367,0.99907,0.0009299854
368,0.0016366333,0.9983633
369,0.0026520288,0.99734795
370,0.99948883,0.0005111412
371,0.0015884663,0.99841154
372,0.99943537,0.0005646578
373,0.0018577758,0.99814224
374,0.99931407,0.00068589946
375,0.9995228,0.0004771629
376,0.0014921692,0.9985078
377,0.0015158876,0.9984842
378,0.0014537388,0.99854624
379,0.0017759334,0.9982241
380,0.0023573325,0.9976427
381,0.9995004,0.0004995745
382,0.020024909,0.97997504
383,0.9989507,0.0010491987
384,0.0015634351,0.9984365
385,0.0018884483,0.9981116
386,0.9851033,0.0148966685
387,0.9837712,0.016228765
388,0.019725604,0.9802744
389,0.0020452351,0.9979547
390,0.0015146076,0.9984854
391,0.99952126,0.00047877373
392,0.0019020169,0.99809796
393,0.9994785,0.000521507
394,0.0018436866,0.99815625
395,0.98774034,0.012259658
396,0.99952555,0.0004745118
397,0.999485,0.0005150013
398,0.9992126,0.0007873466
399,0.0015148794,0.99848515
400,0.9994727,0.00052731804
401,0.9984925,0.0015075642
402,0.002193686,0.9978064
403,0.009790137,0.9902098
404,0.0014614175,0.9985386
405,0.99789435,0.0021056882
406,0.99944574,0.0005542902
407,0.9994361,0.0005639519
408,0.0017851102,0.99821496
409,0.0018574073,0.9981426
410,0.0014350394,0.998565
411,0.0014661526,0.99853384
412,0.99550265,0.0044973483
413,0.002159477,0.9978405
414,0.0076438882,0.9923562
415,0.0022115947,0.9977884
416,0.0015836625,0.9984163
417,0.99952376,0.00047627976
418,0.99951625,0.00048380875
419,0.99912614,0.00087386294
420,0.0027193641,0.9972806
421,0.99861765,0.001382355
422,0.002631366,0.9973686
423,0.06740741,0.93259263
424,0.001872626,0.9981274
425,0.0039573936,0.9960426
426,0.0017686244,0.99823135
427,0.9994873,0.00051271927
428,0.0014348885,0.99856514
429,0.0015863895,0.99841356
430,0.001603335,0.9983967
431,0.9995017,0.0004983209
432,0.0022217925,0.99777824
433,0.0024147253,0.9975853
434,0.9994578,0.0005422185
435,0.9664024,0.033597548
436,0.0015992108,0.99840075
437,0.99944943,0.00055057247
438,0.01082635,0.98917365
439,0.99943835,0.0005616872
440,0.9395736,0.06042638
441,0.9995065,0.0004935652
442,0.9958538,0.0041462337
443,0.0026785315,0.99732155
444,0.0014970931,0.99850297
445,0.59163606,0.40836388
446,0.0017359655,0.998264
447,0.0023515297,0.9976484
448,0.0026142425,0.9973858
449,0.9994879,0.0005120599
450,0.9977448,0.0022552398
451,0.99946517,0.0005348899
452,0.0015370125,0.99846303
453,0.024520556,0.9754794
454,0.0019534773,0.9980465
455,0.0024246005,0.99757546
456,0.0014730084,0.99852693
457,0.9995023,0.0004977047
458,0.0015051523,0.99849486
459,0.99951875,0.00048126376
460,0.99939895,0.000601042
461,0.99948126,0.00051878765
462,0.9963798,0.0036201817
463,0.006098071,0.99390197
464,0.9995146,0.00048548158
465,0.038733426,0.9612666
466,0.9380899,0.061910152
467,0.99932325,0.00067681645
468,0.99838173,0.0016182493
469,0.9989434,0.0010566164
470,0.003729117,0.9962709
471,0.0019417255,0.99805826
472,0.0018524086,0.9981476
473,0.0016689918,0.998331
474,0.0017586672,0.9982413
475,0.9992993,0.00070074596
476,0.99883145,0.0011685748
477,0.9995024,0.0004975114
478,0.9968207,0.0031793602
479,0.0015935533,0.99840647
480,0.99950206,0.00049791427
481,0.0015443697,0.99845564
482,0.0016367633,0.9983632
483,0.0015535718,0.9984464
484,0.023747064,0.976253
485,0.0015336126,0.9984664
486,0.9993699,0.0006301207
487,0.9995035,0.0004964659
488,0.0014506646,0.9985493
489,0.0020126165,0.9979874
490,0.0017441622,0.9982558
491,0.9995245,0.00047553392
492,0.9981565,0.001843497
493,0.99919194,0.0008080721
494,0.0015255975,0.9984744
495,0.9992787,0.00072131184
496,0.010200745,0.98979926
497,0.99949765,0.0005023015
498,0.9993399,0.00066011585
499,0.0018210488,0.99817896
500,0.9895927,0.010407313
501,0.014087244,0.98591274
502,0.002864525,0.9971355
503,0.99891293,0.0010871015
504,0.0015891865,0.9984108
505,0.99909353,0.00090642186
506,0.85885817,0.14114183
507,0.003530485,0.9964695
508,0.0014578493,0.9985422
509,0.9994918,0.0005081393
510,0.0023203073,0.99767977
511,0.002745701,0.9972543
512,0.0021424415,0.9978575
513,0.0015790777,0.99842095
514,0.0016974838,0.99830246
515,0.9832666,0.016733427
516,0.00432636,0.9956736
517,0.80062103,0.19937897
518,0.9976139,0.0023861218
519,0.99938273,0.00061728485
520,0.999493,0.00050695566
521,0.9993881,0.00061185646
522,0.0018192545,0.99818075
523,0.99949944,0.0005005422
524,0.9994703,0.0005296842
525,0.9995129,0.00048709393
526,0.999443,0.0005569336
527,0.6801479,0.31985214
528,0.99944395,0.0005560139
529,0.003149558,0.99685043
530,0.0015308806,0.99846905
531,0.9990107,0.0009892776
532,0.002739114,0.9972609
533,0.0019697205,0.99803025
534,0.00216215,0.99783784
535,0.9960653,0.003934714
536,0.88840216,0.111597806
537,0.99939525,0.0006046881
538,0.0014985515,0.9985014
539,0.99937385,0.000626113
540,0.08497814,0.9150219
541,0.999411,0.0005890581
542,0.0015496402,0.9984503
543,0.9994849,0.0005151022
544,0.9993262,0.0006738022
545,0.9993801,0.0006198623
546,0.6526276,0.3473724
547,0.9989767,0.0010233013
548,0.9995221,0.00047788577
549,0.0016225807,0.99837744
550,0.0016934727,0.9983065
551,0.9473012,0.052698735
552,0.9993709,0.0006291878
553,0.99946564,0.0005343104
554,0.99905115,0.00094883365
555,0.9994522,0.0005477721
556,0.0014599123,0.99854004
557,0.0031295966,0.99687046
558,0.9995116,0.00048845744
559,0.9994574,0.000542612
560,0.9979043,0.0020956823
561,0.0015615501,0.9984384
562,0.9995109,0.00048914534
563,0.98079497,0.019204974
564,0.0040749903,0.99592507
565,0.999423,0.00057698996
566,0.0021108808,0.9978891
567,0.9995115,0.00048849365
568,0.0020451928,0.99795485
569,0.9995265,0.00047347345
570,0.9855251,0.014474921
571,0.0030596068,0.9969404
572,0.9380096,0.06199034
573,0.9993993,0.0006006743
574,0.0015121218,0.99848783
575,0.994829,0.005170992
576,0.002096212,0.9979038
577,0.99830925,0.0016907485
578,0.9995034,0.00049656455
579,0.0015797082,0.99842024
580,0.9993864,0.000613545
581,0.99708456,0.002915478
582,0.9907837,0.009216259
583,0.9995284,0.00047161136
584,0.0014873941,0.99851257
585,0.0021136357,0.99788636
586,0.0034446223,0.99655545
587,0.99948835,0.00051158154
588,0.0017166595,0.9982834
589,0.999506,0.000494051
590,0.0014673412,0.99853265
591,0.7074928,0.29250723
592,0.024923896,0.9750761
593,0.7132822,0.2867177
594,0.016065694,0.98393434
595,0.04108005,0.95892
596,0.99949884,0.0005011079
597,0.0016827782,0.99831724
598,0.017982747,0.9820172
599,0.001724125,0.9982759
600,0.0016270857,0.9983729
601,0.0016523555,0.99834764
602,0.9975795,0.0024205165
603,0.9991442,0.0008557742
604,0.0014699467,0.99853003
605,0.99904543,0.0009544997
606,0.001460655,0.9985393
607,0.9958586,0.0041414313
608,0.0031706414,0.99682933
609,0.9974861,0.0025138943
